word_id	label	original	suggested_translation	reviews					
https://words.hk/zidin/v/51465	殷勤:jan1 kan4	A. 無事獻殷勤，快啲講你有咩企圖。 You are pleasing me without reason. Tell me your intention.	You are being overly nice to me for no reason. Tell me your intention.	"A. Score: 4 (""without reason"" can be simplified to ""for no reason"")"	"A. Score: 4 (""without reason"" can be simplified to ""unnecessarily"")"	"A. Score: 2 (Suggested replacement: ""Your kindness is unnecessary; what is your intention?"")"	"A. Score: 2 (Suggested replacement: ""You are going out of your way to please me. What is your intention?"")"	"A. Score: 3 (Suggested replacement: ""You are trying to please me without reason. Tell me your intentions."")"	"A. Score: 3 (Suggested replacement: ""You are being nice to me for no reason. Tell me your intention."")"
https://words.hk/zidin/v/103826	新詩:san1 si1	G. 我最鍾意作新詩。（ngo5 zeoi3 zung1 ji3 zok3 san1 si1。） I like writing Chinese free verses.	I enjoy writing modern Chinese poetry.	"G. Score: 3 (""Chinese free verses"" could be clearer as ""modern Chinese poetry""; otherwise, the sentence is fine.)"	"G. Score: 3 (""Chinese free verses"" could be improved to ""modern Chinese poetry."")"	"G. Score: 2 (""writing Chinese free verses"" can be more naturally translated as ""composing Chinese poetry"")"	G. Score: 5 (excellent writing and style)	"G. Score: 3 (""Chinese free verses"" can be better written as ""poetry"", which is more concise)"	"G. Score: 2 (Rewrite as ""I enjoy writing Chinese free verse."" or rephrase completely)"
https://words.hk/zidin/v/92377	do:du1	H. 我唔do喇！ I quit this job!	I quit!	"H. Score: 4 (Native speakers may say ""I quit!"" instead, but the meaning is clear.)"	"H. Score: 4 (""I quit"" would be a more idiomatic expression than ""I don't do anymore."")"	"H. Score: 3 (Suggested replacement: ""I quit this job!"")"	"H. Score: 3 (Suggested replacement: ""I quit!"")"	"H. Score: 3 (The sentence is a bit abrupt; ""I quit this job!"" would be more natural)"	"H. Score: 1 (Suggested replacement: ""I quit!"")"
https://words.hk/zidin/v/9703	各適其適:gok3 sik1 kei4 sik1	E. 多元學習模式可以令學生各適其適。 Multiple learning modes can let students accommodate to the most suitable way.	Multiple learning modes allow students to adapt to their individual needs.	"E. Score: 3 (""accommodate to the most suitable way"" can be improved to ""adapt to their preferred method"")"	"E. Score: 4 (""accommodate to the most suitable way"" can be improved to ""adapt to their individual needs."")"	"E. Score: 2 (""let students accommodate to"" can be better written as ""allow students to adapt to"". Also, ""the most suitable way"" is a bit awkward and can be replaced with ""their best learning style"".)"	"E. Score: 3 (""let students accommodate to the most suitable way"" can be better expressed as ""allow students to learn in their most effective way"")"	"E. Score: 3 (""Multiple learning modes can help students find their most suitable way."")"	"E. Score: 3 (""accommodate to"" can be rephrased as ""find a way that suits them best"")"
https://words.hk/zidin/v/76370	一刀切:jat1 dou1 cit3	B. 一刀切訂立標準工時似乎唔係咁好，要考慮唔同行業情況。 Introducing the standard working hours is inflexible. We have to consider the case of each industry.	Imposing a standard working hour policy may not be ideal; the circumstances of each industry should be taken into account.	"B. Score: 3 (""seemingly not so good"" can be ""not ideal""; consider rephrasing the second part)"	"B. Score: 4 (no obvious flaws, but ""is inflexible"" could be more precise like ""may not be adaptable for all industries"")"	"B. Score: 3 (""Introducing the standard working hours is inflexible"" can be better written as ""Setting a uniform standard for working hours may not be ideal"")"	"B. Score: 2 (""inflexible"" might be better replaced with ""rigid"" or ""fixed"". Also, consider replacing ""We have to consider"" with ""We should take into account"")"	"B. Score: 3 (""is inflexible"" can be better written as ""does not take into account individual circumstances"")"	"B. Score: 3 (""Introducing"" can be better written as ""Imposing"")"
https://words.hk/zidin/v/90713	好意思:hou2 ji3 si1:hou2 ji3 si3	F. 我邊好意思再揾佢吖。 I will feel shame if I find her again.	I would feel embarrassed if I contacted her again.	"F. Score: 4 (uses idiomatic expression ""feel shame"" which is appropriate in this context)"	"F. Score: 5 (No obvious flaws or problems; though ""I would feel embarrassed to contact her again"" is another possible translation)"	"F. Score: 2 (""find her again"" is grammatically incorrect, should be ""meet her again"")"	"F. Score: 3 (""I will feel shame"" can be better written as ""I would be embarrassed"")"	"F. Score: 3 (""I will feel shame if I find her again"" can be better written as ""I would feel embarrassed to look for her again"")"	"F. Score: 2 (""feel shame"" is not a natural expression, awkward phrasing; suggested replacement: ""I would feel embarrassed if I find her again."")"
https://words.hk/zidin/v/107286	鴨腳粟:aap3 goek3 suk1	"J. 以前收成唔好嘅時候，要種鴨腳粟嚟維持生計。 In the past, people grew finger millet to make a living when harvest was poor."	"In times of poor harvests in the past, people relied on growing finger millet for sustenance."	"J. Score: 4 (Well-translated, though ""to make ends meet"" could be used instead of ""to maintain a living"" for added fluency.)"	"J. Score: 4 (""When harvest was poor, people grew finger millet to survive"" is a slight improvement for clarity)"	J. Score: 4 (no obvious flaws or problems)	"J. Score: 2 (""In the past, people grew finger millet to make a living when harvest was poor"" can be better written as ""People used to grow finger millet for sustenance in times of poor harvest"")"	"J. Score: 2 (""In the past when harvest was poor, people grew finger millet to make a living."" could be better written as ""When harvests were poor in the past, people relied on growing finger millet for sustenance."")"	"J. Score: 3 (""to make a living"" can be better written as ""for subsistence"")"
https://words.hk/zidin/v/75443	賀電:ho6 din6	J. 英國皇室生咗BB之後，各國紛紛傳嚟賀電。 Presidents from all over the world call to congratulate the birth of the royal baby.	"Following the birth of the royal baby, presidents from around the world sent their congratulations."	J. Score: 5 (no obvious flaws or problems)	J. Score: 5 (Well-written and conveys the intended meaning.)	J. Score: 4 (No obvious flaws or problems.)	"J. Score: 2 (Suggested replacement: ""Presidents from all over the world have sent congratulatory messages following the birth of the royal baby."")"	"J. Score: 2 (awkward sentence structure, missing verb in main clause; suggested replacement: ""The birth of the royal baby prompted congratulations from presidents around the world"")"	"J. Score: 2 (The sentence is confusing and unclear. A better alternative could be: ""After the birth of the royal baby, presidents from around the world sent their congratulations."")"
https://words.hk/zidin/v/88241	自討苦吃:zi6 tou2 fu2 hek3	H. 你咁忙，重應承咁多義務工作，噉唔係自討苦吃咩！ You're very busy but you agree to do so much voluntary work. Aren't you asking for trouble?	You're very busy and agree to do so much voluntary work - aren't you setting yourself up for a difficult situation?	H. Score: 5 (Fluent and straightforward)	H. Score: 5 (no obvious flaws or problems)	"H. Score: 2 (Contains minor grammatical errors, suggestion: ""You're very busy and take on so much voluntary work, aren't you asking for trouble?"")"	"H. Score: 2 (Contains minor grammatical errors; suggested correction: ""You're very busy and you agree to take on so much voluntary work, aren't you asking for trouble?"")"	"H. Score: 4 (no obvious flaws or problems, but ""aren't you asking for trouble?"" can be more idiomatic in English as ""aren't you setting yourself up for a difficult situation?"")"	"H. Score: 2 (minor grammatical errors, rephrase to ""You're very busy but you agreed to do so much voluntary work. Aren't you asking for trouble?"")"
https://words.hk/zidin/v/113028	啪骨:paak1 gwat1	J. 啪骨瘦面？冇啲根據！ Cracking bones for a slimmer face? It's not based at all!	Cracking bones for a slimmer face? There's no basis for that!	J. Score: 5 (no obvious flaws or problems)	J. Score: 5 (good humor and clarity)	"J. Score: 2 (Consider rephrasing as: ""There's no scientific basis for cracking bones to achieve a slimmer face."")"	"J. Score: 2 (A clearer translation would be ""Cracking bones for a slimmer face? There's no basis for that!"")"	"J. Score: 3 (This sentence could benefit from some rephrasing for clarity. Suggested replacement: ""Cracking bones to get a slimmer face? It's not based on any evidence!"")"	
https://words.hk/zidin/v/90758	分明:fan1 ming4	G. 你分明當我冇到。 You're obviously refusing to acknowledge my presence!	You're clearly ignoring me.	"G. Score: 5 (no issues, well-phrased)"	G. Score: 5 (perfectly fine)	"G. Score: 3 (""You're obviously refusing to acknowledge my presence!"" can be rephrased for better clarity and fluency)"	"G. Score: 3 (""You're obviously refusing to acknowledge my presence!"" can be better written as ""You're clearly ignoring me!"")"	"G. Score: 3 (Consider rephrasing as ""You're obviously ignoring me"")"	"G. Score: 1 (""refusing to acknowledge my presence"" can be better written as ""ignoring me"")"
https://words.hk/zidin/v/89433	鐘:zung1	A. 你去咗邊啊？我等你等咗幾#粒鐘 喇！ Where have you been? I've been waiting for you for a couple of hours already!	Where have you been? I've been waiting for hours already!	"A. Score: 4 (""a couple of hours already"" is fine but a native speaker might say ""for hours already"")"	"A. Score: 4 (""a couple of hours already"" is a natural way to express this, but ""幾#粒鐘"" sounds awkward and could be replaced with ""for quite some time"")"	"A. Score: 3 (Suggested replacement: ""Where have you been? I've been waiting for you for a few hours already!"")"	"A. Score: 3 (Suggested replacement: ""Where have you been? I've been waiting for you for a couple of hours already!"")"	"A. Score: 3 (Suggested replacement: ""Where have you been? I've been waiting for a couple of hours!"")"	"A. Score: 2 (Suggested replacement: ""Where have you been? I've been waiting for you for a couple of hours already!"")"
https://words.hk/zidin/v/51297	圈:hyun1	A. 呢個圈咁細，要知容乜易吖？ It's such a small circle. It couldn't be easier to know/hear about it.	"It's such a small circle, it's easy to know what's going on."	"A. Score: 4 (""know/hear about it"" can be simplified to ""know what's going on"")"	"A. Score: 4 (""it couldn't be easier"" is a bit informal, but otherwise fine)"	"A. Score: 3 (The second half is not needed and makes the sentence confusing. Suggested replacement: ""It's such a small circle, it's easy to know about it."")"	"A. Score: 3 (""It couldn't be easier to know/hear about it"" can be better written as ""it's so easy to learn about"")"	"A. Score: 2 (Suggested replacement: ""It's a small circle, so it couldn't be easier to know/hear about it."")"	"A. Score: 3 (Suggested replacement: ""It's such a small circle. It couldn't be easier to know about it."")"
https://words.hk/zidin/v/80882	冇口齒:mou5 hau2 ci2	"F. 你講過唔算數，冇口齒！ You didn't keep your word, how unfaithful you are!"	"You didn't keep your promise, how untrustworthy!"	F. Score: 5 (Well-written and idiomatic)	"F. Score: 4 (idiomatic, though ""unfaithful"" could be replaced with ""disloyal"")"	"F. Score: 3 (Perhaps ""You didn't stay true to your word"" would flow better)"	"F. Score: 2 (""how unfaithful you are!"" can be better written as ""you're so unreliable!"")"	"F. Score: 2 (Consider revising to ""You didn't keep your promise. How untrustworthy!"")"	F. Score: 4 (No obvious flaws or problems)
https://words.hk/zidin/v/105626	焗汗:guk6 hon6	E. 我著得太多，焗到成身汗。 I wore too much and sweated all over.	"I was wearing too many layers, which made me sweat all over."	E. Score: 4 (No obvious flaws or problems)	E. Score: 5 (excellent writing and style)	"E. Score: 3 (""wore too much"" can be better written as ""overdressed"".)"	E. Score: 4 (no obvious flaws or problems)	"E. Score: 2 (minor grammatical error: change ""I wore too much and sweated all over"" to ""I was wearing too much and ended up sweating all over"")"	"E. Score: 2 (""I wore too much and sweated all over"" could be improved to ""I was wearing too many layers, which made me sweat."")"
https://words.hk/zidin/v/90336	跟機:gan1 gei1	E. 呢篇文好有爭議性，我都係跟機睇吓啲人一陣點講先。 This article is controversial. I should see how people comment on this later.	"This article is controversial, so I'll check later how people respond to it."	"E. Score: 4 (no obvious issues, but ""我都係跟機睇吓啲人一陣點講先"" could be rephrased as ""I'll check later how people react to it"")"	E. Score: 4 (no obvious flaws or problems)	"E. Score: 2 (Suggested replacement: ""This article is controversial. I should wait and see how people respond to it."")"	E. Score: 4 (No obvious flaws or problems.)	E. Score: 4 (This translation is fluent and clear)	"E. Score: 2 (Suggested replacement: ""This article is controversial. I should see how people comment on it later."")"
https://words.hk/zidin/v/106430	水緊:seoi2 gan2	"E. 股市呢排水緊，個個都望政府放水。 The stock market is short of capital right now, everyone is expecting the government to proceed quantitative easing soon."	The stock market lacks liquidity; there's anticipation for the government to intervene soon.	"E. Score: 4 (Slightly complex, but generally well-written. Could consider simplifying to ""The stock market lacks capital; everyone hopes the government will intervene."")"	"E. Score: 4 (""short of capital"" could be replaced with ""in need of liquidity""; overall, a clear sentence.)"	"E. Score: 2 (""The stock market is short of capital right now"" can be better written as ""The stock market is in need of capital right now"". Also, ""everyone is expecting the government to proceed quantitative easing soon."" is a bit long and could be simplified.)"	"E. Score: 2 (""The stock market is short of capital right now"" can be better written as ""the stock market is currently undercapitalized"". Also, the phrase ""everyone is expecting"" can be replaced with ""there are expectations that"".)"	"E. Score: 4 (no obvious flaws or problems, but could use simpler language)"	"E. Score: 4 (Minor adjustment suggested: change ""short"" to ""tight"" for a more accurate representation of the term ""water tight"".)"
https://words.hk/zidin/v/67806	出洋相:ceot1 joeng4 soeng3	"E. 佢諗住串人，點知原來自己係錯嘅，真係出晒洋相喇。 He intended to mock someone else, but it turned out that he was wrong; he totally made an exhibition of himself."	He intended to mock someone else but realized he was wrong; he really embarrassed himself.	"E. Score: 4 (Slight awkwardness with ""出晒洋相喇"", could be ""he made a complete fool of himself"")"	E. Score: 5 (Complex idea conveyed clearly with proper grammar)	"E. Score: 3 (""made an exhibition of himself"" is a bit formal and not commonly used in conversation, can be better written as ""he really embarrassed himself"")"	"E. Score: 3 (Suggested replacement: ""He intended to ridicule someone else, but it turned out that he was wrong; he totally made a fool of himself."")"	"E. Score: 3 (""He intended to mock someone else, but it turned out that he was wrong; he totally made an exhibition of himself."" could be improved by using simpler expressions: He wanted to make fun of someone, but it turned out he was the one who was wrong. He really embarrassed himself.)"	"E. Score: 2 (Suggested replacement: ""He intended to mock someone else, but he was wrong; he totally made an exhibition of himself."")"
https://words.hk/zidin/v/96112	芭蕉扇:baa1 ziu1 sin3	G. 出面熱到溶呀。記得帶把芭蕉扇呀。 It's melting hot outside. Take a handheld electric fan with you.	It's scorching hot outside. Remember to bring a handheld electric fan.	"G. Score: 5 (The sentence is simple, fluent, and conveys the message clearly)"	"G. Score: 4 (""Remember to bring an electric handheld fan"" is more direct)"	"G. Score: 3 (A more natural English translation would be: ""It's so hot outside. Remember to bring a handheld fan."")"	"G. Score: 3 (""It's melting hot outside"" is a bit informal and colloquial, ""It's extremely hot outside"" might be more appropriate)"	"G. Score: 2 (""Take a handheld electric fan with you."" can be better phrased as ""Bring a portable electric fan with you."")"	"G. Score: 3 (slightly awkward phrasing, but still clear and understandable; suggested replacement: ""It's meltingly hot outside. Remember to bring a handheld electric fan with you."")"
https://words.hk/zidin/v/96233	燶:nung1:lung1	"D. 個細路女冇雪糕食，所以面燶燶。 The girl did not get to eat ice-cream, so she wore an angry face."	The girl looks upset because she didn't get ice cream.	"D. Score: 3 (""so she wore an angry face"" could be more natural as ""she looks upset because she didn't get ice cream"")"	"D. Score: 3 (""wore an angry face"" might be better as ""looked upset"")"	"D. Score: 3 (""so she wore an angry face"" can be better written as ""she looked angry"")"	"D. Score: 3 (Consider replacing ""angry face"" with ""frown"" or ""pout"")"	D. Score: 4 (no obvious flaws or problems)	"D. Score: 3 (""wore an angry face"" is a bit awkward, suggest rephrasing to ""looked upset because she didn't get ice cream."")"
https://words.hk/zidin/v/99200	變節:bin3 zit3	H. 呢個警察已經變節，唔再信得過。 This policeman has already turned traitor and he is not credible again.	This policeman has already betrayed us; he cannot be trusted anymore.	"H. Score: 3 (""He has turned traitor and can no longer be trusted"" is more direct)"	"H. Score: 3 (""not credible anymore"" flows better than ""not credible again"")"	"H. Score: 3 (Suggested replacement: ""This policeman has already betrayed us, he is not credible anymore."")"	"H. Score: 3 (Suggested replacement: ""This policeman has already betrayed us. He is not credible anymore."")"	H. Score: 4 (no obvious flaws or problems)	"H. Score: 3 (""he is not credible again"" can be better written as ""he cannot be trusted anymore"")"
https://words.hk/zidin/v/70905	發冷:faat3 laang5	"E. 呢種病嘅病徵係發燒、發冷同頭痛。 The symptoms of this disease include fevers, feelings of chill and headaches."	"The symptoms of this disease include fever, chills, and headaches."	E. Score: 4 (no obvious flaws or problems)	E. Score: 4 (no obvious flaws or problems)	E. Score: 4 (No obvious flaws or problems)	"E. Score: 3 (""feelings of chill"" is not commonly used, consider replacing with ""chills"" or ""shivers"")"	"E. Score: 2 (Minor grammatical error; suggested replacement: ""Symptoms of this disease include fever, chills, and headaches."" or ""This disease's symptoms include fevers, feelings of chill, and headaches."")"	"E. Score: 3 (""fevers"" should be pluralized as ""fever"")"
https://words.hk/zidin/v/97649	"籠:lung2,槓:lung2"	H. 你估你嗰槓嘢人哋唔知咩？ Do you believe that people can still be deceived by your trick?	Do you think people still fall for your tricks?	"H. Score: 4 (""嗰槓嘢"" is a colloquial term for trick or deception, a better translation could be ""your deceitful act"")"	"H. Score: 4 (""你估"" can be smoother as ""Do you think"", and ""people can still be deceived"" is more natural)"	"H. Score: 3 (""Do you believe that people can still be deceived by your trick?"" can be better written as ""Can people still fall for your tricks?"")"	"H. Score: 3 (""Do you believe that people can still be deceived by your trick?"" can be better written as ""Do you think people can still be fooled by your antics?"")"	H. Score: 4	"H. Score: 2 (The sentence is a bit hard to understand, a better alternative would be ""Do you believe that people still fall for your trick?"")"
https://words.hk/zidin/v/76264	人際關係:jan4 zai3 gwaan1 hai6	C. 喺社會做事要注意人際關係。 We need to keep an eye on interpersonal relationships when working.	We need to pay attention to interpersonal relationships when working.	C. Score: 5 (Well-written and straightforward)	"C. Score: 4 (Slightly formal, but still clear and correct)"	C. Score: 4 (No obvious flaws or problems)	C. Score: 4 (No obvious flaws or problems)	"C. Score: 2 (awkward phrasing, consider replacing with ""We need to pay attention to interpersonal relationships when working"")"	"C. Score: 2 (minor grammatical error; suggested replacement: ""We need to pay attention to interpersonal relationships when working."")"
https://words.hk/zidin/v/94348	冇聲冇氣:mou5 seng1 mou5 hei3	"C. 阿明呢段時間都冇聲冇氣，唔講我仲以為佢今晚唔嚟。 I haven't heard from Ah Ming for a while, so I thought he wasn't coming tonight if you didn't tell me."	"I haven't heard from Ah Ming lately, so I thought he wasn't coming tonight if you didn't tell me."	C. Score: 5 (Well-written sentence)	C. Score: 5 (Well-written and sounds natural)	"C. Score: 3 (""if you didn't tell me"" is unnecessary and sounds unnatural)"	"C. Score: 3 (The phrase ""I haven't heard from Ah Ming for a while"" might be clearer.)"	"C. Score: 3 (The sentence is understandable, but it can be rephrased to sound more natural. Suggested replacement: ""I haven't heard from Ah Ming for a while, so I thought he wasn't coming tonight if you didn't tell me."")"	"C. Score: 2 (Rewriting the sentence as ""I haven't heard from Ah Ming lately, so I thought he wasn't coming tonight if you didn't tell me."")"
https://words.hk/zidin/v/79329	屢次:leoi5 ci3	"A. 你屢次頂撞上司，睇怕嚟緊都冇運行。 You have argued with your boss for so many times, so I am afraid there would be no luck for you in the near future."	"You've argued with your boss repeatedly, so I'm afraid your luck may run out soon."	"A. Score: 4 (""屢次"" could be translated as ""repeatedly,"" and ""冇運行"" might be better as ""no good fortune"")"	"A. Score: 4 (""no luck for you in the near future"" can be rephrased as ""there might not be any good fortune coming your way soon"")"	"A. Score: 3 (""I am afraid there would be no luck for you in the near future"" can be better written as ""your luck may run out soon"")"	"A. Score: 3 (Suggested replacement: ""You have argued with your boss so many times, I am afraid there will be no luck for you."")"	"A. Score: 3 (Suggested replacement: ""You have argued with your boss many times, so I am afraid you won't have good luck in the future."")"	"A. Score: 3 (Suggested replacement: ""You have argued with your boss for so many times, I am afraid there would be no luck for you in the near future."")"
https://words.hk/zidin/v/29424	唔好意思:m4 hou2 ji3 si1:m4 hou2 ji3 si3	"E. 唔好望住啦，人哋女仔嚟㗎，幾唔好意思呢。 Don't stare at her, she's a shy girl."	"Don't stare at her; she's shy, and it might make her feel embarrassed."	"E. Score: 3 (""it's quite embarrassing for her"" captures the nuance better)"	"E. Score: 3 (""she's a shy girl, so it's not appropriate to stare"" might be more fluent for native English speakers)"	E. Score: 4 (no obvious flaws or problems)	"E. Score: 3 (""don't stare at her"" can be better written as ""stop staring at her"")"	"E. Score: 3 (""Don't stare at her"" is better written as ""Don't stare at a shy girl like that"")"	"E. Score: 4 (The English translation captures the meaning of the Cantonese sentence well, but it can be slightly improved. Consider rephrasing as ""Don't stare at her. She's shy and might feel embarrassed."")"
https://words.hk/zidin/v/88548	徵求:zing1 kau4	G. 你哋公司有冇興趣贊助呢個活動？我哋而家徵求緊合作伙伴。 Is your company interested in sponsoring this event? We are currently seeking partners.	Would your company be interested in sponsoring this event? We are currently looking for partners.	"G. Score: 4 (""Are"" before ""your company"" might be smoother; ""We are currently looking for partners"")"	G. Score: 5 (fluent and professional)	"G. Score: 3 (""Is your company interested in sponsoring this event?"" can be better written as ""Would your company be interested in sponsoring this event?"")"	"G. Score: 3 (""Is your company interested in sponsoring this event? We are currently seeking partners."" is more natural than ""Is your company interested in sponsoring this event? We are currently seeking partners."")"	"G. Score: 2 (Minor grammatical error; Suggested replacement: ""Is your company interested in sponsoring this event? We are currently looking for partners."")"	G. Score: 4 (no obvious flaws or problems)
https://words.hk/zidin/v/118113	男人大丈夫:naam4 jan4 daai6 zoeng6 fu1	E. 男人大丈夫，流血不流淚。 A tough guy will shed bloods but he won't shed tears.	A real man doesn't cry; he sheds blood but not tears.	"E. Score: 3 (""shed bloods"" should be corrected to ""shed blood""; consider using ""A real man doesn't cry"" for a more idiomatic expression)"	"E. Score: 3 (""A tough guy will shed blood but won't cry."" is a better phrasing.)"	E. Score: 5 (Excellent writing and style. This sentence effectively conveys the intended meaning.)	E. Score: 4 (no obvious flaws or problems)	"E. Score: 4 (Consider adding a comma for clarity: ""A tough guy will shed blood, but he won't shed tears."")"	"E. Score: 2 (minor grammatical error: ""shed bloods"" should be ""shed blood""; however, the sentence is still understandable)"
https://words.hk/zidin/v/108067	水滾:seoi2 gwan2	"F. 我部車水滾，行唔郁喇。 My car's water tank is boiling, it can't move now."	My car's engine is overheating; it won't run now.	"F. Score: 4 (""my car's water tank is boiling, it won't run now"" might be a slightly more natural phrasing)"	F. Score: 5 (good use of colloquial language; no issues)	F. Score: 4 (No obvious flaws or problems)	"F. Score: 3 (""My car's water tank is boiling"" is not idiomatic, consider ""My car's engine is overheating"")"	"F. Score: 2 (Suggested replacement: ""My car's engine is overheating; it can't move now."")"	"F. Score: 3 (""My car's radiator is boiling"" might be a clearer expression than ""my car's water tank is boiling"")"
https://words.hk/zidin/v/79673	良知:loeng4 zi1	"B. 佢係一個反社會人格嘅人，冇乜良知。 He's a person with anti-social personality, lacking conscience."	He has an antisocial personality disorder and lacks conscience.	B. Score: 5 (No obvious issues; sounds like a native speaker.)	"B. Score: 4 (The translation is accurate but ""anti-social personality"" might sound more natural as ""antisocial personality disorder."" Otherwise, it's fine.)"	"B. Score: 3 (""a person with anti-social personality, lacking conscience"" can be simplified to ""an antisocial individual with no conscience"")"	B. Score: 4 (No obvious flaws or problems)	"B. Score: 2 (""He's a person with anti-social personality, lacking conscience."" Can be rephrased as ""He has an antisocial personality and lacks a conscience."")"	"B. Score: 3 (""lacking conscience"" can be better written as ""conscience-less"")"
https://words.hk/zidin/v/82294	脾臟:pei4 zong6	H. 佢撞車撞到個脾臟大量出血，結果要切咗佢嚟保命。 He had a traffic accident and his spleen was bleeding profusely. They had to cut it out at the end to save his life.	"He had a severe car accident resulting in massive internal bleeding from his spleen, which doctors had to remove to save his life."	H. Score: 5 (Well-written with proper medical terminology and clear explanation.)	H. Score: 5 (clear and concise)	H. Score: 4 (No obvious flaws or problems)	H. Score: 4 (no obvious flaws or problems)	"H. Score: 2 (minor grammatical error in ""to save his life."" should be "", saving his life."")"	"H. Score: 2 (minor grammatical error, should be ""His spleen was bleeding profusely due to the car accident and had to be removed in order to save his life."")"
https://words.hk/zidin/v/76847	潤澤:jeon6 zaak6	B. 都乾旱咗好耐，終於有場大雨可以潤澤一下啲農地。 It had been a drought for a long time before the rain could finally moisten the farmland.	"After a prolonged drought, the rain finally brought much-needed moisture to the fields."	B. Score: 5 (Well-written and fluent.)	B. Score: 5 (Well-written and concise.)	B. Score: 4 (no obvious flaws or problems)	B. Score: 4 (no obvious flaws)	"B. Score: 2 (""could finally moisten the farmland"" can be better written as ""could finally bring some moisture to the fields"")"	"B. Score: 2 (minor grammatical error; should say ""had been a drought for a long time before the rain could finally moisten the farmland"")"
https://words.hk/zidin/v/106400	威:wai1	"I. 佢而家威啦，中咗六合彩。 Now he can be very proud of himself, that he has won the lottery."	He must be feeling very proud now that he has won the lottery.	"I. Score: 4 (""can be very proud of himself"" sounds a bit awkward; a native speaker might say ""He must be thrilled, he won the lottery."")"	"I. Score: 4 (""Now he can be very proud of himself"" might sound better as ""He must be thrilled now"")"	I. Score: 4 (no obvious flaws or problems)	I. Score: 4 (no obvious flaws or problems)	"I. Score: 3 (Suggested replacement: ""Now he can be very proud of himself"" can be better written as ""He must be feeling very proud now"")"	"I. Score: 2 (grammatical mistake in ""Now he can be very proud of himself, that he has won the lottery."" should be ""He must feel very proud now that he has won the lottery"")"
https://words.hk/zidin/v/107715	知頭唔知尾:zi1 tau4 m4 zi1 mei5	"A. 你知頭唔知尾，唔好咁快下判斷啦 You only know what happened at the beginning, but you don't know what happened afterward, don't judge so soon."	"You only know the beginning, not the end; don't judge too quickly."	"A. Score: 4 (""know what happened at the beginning"" can be simplified to ""only know the start"")"	"A. Score: 4 (The sentence is clear but ""know head not know tail"" can be more idiomatic in English.)"	A. Score: 4 (The sentence is written fluently and conveys the intended meaning clearly.)	"A. Score: 3 (""don't judge so soon"" can be better written as ""don't judge so quickly"")"	"A. Score: 3 (Suggested replacement: ""You only know the beginning, not the end; don't judge too quickly."")"	"A. Score: 3 (Suggested replacement: ""You only know what happened at the beginning, but not what followed. Don't judge so soon."")"
https://words.hk/zidin/v/77805	湧現:jung2 jin6	"A. 過咗十年，層樓嘅結構問題開始湧現。 A decade later, structural problems of the structure has surfaced en masse."	"A decade later, structural issues began to appear."	"A. Score: 4 (The phrase ""en masse"" might sound a bit formal or not commonly used in everyday conversation, but the sentence is otherwise fine. Suggested replacement: ""A decade later, structural issues began to appear."")"	"A. Score: 4 (""has surfaced en masse"" can be simplified to ""have emerged in large numbers"")"	"A. Score: 3 (""has surfaced en masse"" can be better written as ""have started to appear"")"	"A. Score: 4 (Minor suggestion: ""has surfaced"" can be more simply stated as ""have appeared"")"	"A. Score: 3 (""the structure has surfaced en masse"" can be better written as ""structural issues have started to emerge"")"	"A. Score: 3 (Suggested replacement: ""A decade later, the building's structural issues have started to emerge."")"
https://words.hk/zidin/v/74214	"均真:gwan1 zan1,君真:gwan1 zan1"	A. 佢唔係針對你，佢份人太均真啫。 Don't feel offended. He just made everything too explicit.	Don't take it personally; he tends to be very straightforward.	"A. Score: 4 (""just made everything too explicit"" can be improved to ""he's just very straightforward"")"	"A. Score: 4 (""too explicit"" can be improved to ""too straightforward"")"	A. Score: 4 (No obvious flaws or problems)	A. Score: 4 (no obvious flaws or problems)	"A. Score: 2 (Suggested replacement: ""He didn't mean to offend you, he just tends to be too straightforward."")"	"A. Score: 3 (Suggested replacement: ""Don't take it personally. He just tends to be too straightforward."")"
https://words.hk/zidin/v/102241	carry:ke1 wi4:ke1 !	H. 恤衫呀？呢件吖，易carry啊。 A shirt? Why not this? You can always look fit in it.	A shirt? How about this one? It's very easy to style.	"H. Score: 4 (No obvious flaws or problems, but ""fit"" might be better as ""sharp-looking"" in this context.)"	"H. Score: 4 (slight awkwardness with ""易carry啊,"" could be ""easy to pull off"")"	H. Score: 4 (No obvious flaws or problems.)	H. Score: 4 (no obvious flaws or problems)	"H. Score: 3 (""You can always look fit in it"" sounds unnatural, suggest replacing it with ""it's a versatile piece"")"	"H. Score: 2 (""You can always look fit in it"" is a bit awkward; suggested replacement: ""It's very versatile, you will always find something to wear with it."")"
https://words.hk/zidin/v/102409	bar king:baa1 king1	A. 佢做bar king做咗三年。 He has been a bar king (bartender) for three years.	He has been a bartender for three years.	A. Score: 4 (no obvious flaws or problems)	A. Score: 4 (no obvious flaws)	A. Score: 4 (No obvious flaws or problems)	A. Score: 4 (No obvious flaws or problems)	"A. Score: 3 (Suggested replacement: ""He has been a bartender for three years."")"	"A. Score: 2 (Suggested replacement: ""He has been a bartender for three years."")"
